ala,arg,asn,asp,cys,glu,gln,gly,his,ile,leu,lys,met,phe,pro,ser,thr,trp,tyr,val,type,frontier_type,growth_pred,growth_pred_var,round,environment,strain,fitness,num_aa_removed
1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0852853445708751,0.0071248565267579,12,aerobic,S. gordonii CH1,0.0126179949814792,11
0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,ROLLOUT_PROB,BEYOND,0.0112208020687103,0.0002987954082515,12,aerobic,S. gordonii CH1,0.0122063453620731,11
1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0285566821508109,0.0009388816154241,12,aerobic,S. gordonii CH1,0.0086031783964631,11
0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0982408510893583,0.0057679939922801,12,aerobic,S. gordonii CH1,0.0063937999515621,11
0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0056925434619188,0.0003620223709953,12,aerobic,S. gordonii CH1,0.0046621178641672,11
0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,ROLLOUT_PROB,BEYOND,0.0242988876439631,0.0011839980375411,12,aerobic,S. gordonii CH1,0.0029062727052555,11
0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.0138911936432123,0.000533090721689,12,aerobic,S. gordonii CH1,0.0028774218300402,11
0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0089583978056907,0.0001360731781812,12,aerobic,S. gordonii CH1,0.002310580533359,11
0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.0173421304300427,0.0003144595879206,12,aerobic,S. gordonii CH1,0.0022941809057235,11
0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0,0.0002157536889711,12,aerobic,S. gordonii CH1,0.0017264530980241,11
0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,ROLLOUT_PROB,BEYOND,0.0,0.0003699815659928,12,aerobic,S. gordonii CH1,0.0017264530980241,11
0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,ROLLOUT_PROB,BEYOND,0.002099287174642,0.000200993078978,12,aerobic,S. gordonii CH1,0.0017206356792926,11
1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0073077410459518,0.0003909788761176,12,aerobic,S. gordonii CH1,0.0017206356792926,11
0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,ROLLOUT_PROB,BEYOND,0.0072020330838859,0.0001636705050895,12,aerobic,S. gordonii CH1,0.0011625090821022,11
0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,ROLLOUT_PROB,BEYOND,0.0169408969953656,0.0004936657747177,12,aerobic,S. gordonii CH1,0.0011552068542273,11
0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.6940534126758575,0.0173501622601772,12,aerobic,S. gordonii CH1,0.7713247759748123,10
0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.5210771816968918,0.0127635190075509,12,aerobic,S. gordonii CH1,0.7147515825820066,10
0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,ROLLOUT_PROB,FRONTIER,0.3600291585922241,0.0081829159160889,12,aerobic,S. gordonii CH1,0.7033970327562346,10
0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.5232350182533264,0.0182844677912333,12,aerobic,S. gordonii CH1,0.6364737224509566,10
0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5399204456806183,0.0108690773012686,12,aerobic,S. gordonii CH1,0.6312424315814967,10
0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,ROLLOUT_PROB,BEYOND,0.1984129405021667,0.013214100988684,12,aerobic,S. gordonii CH1,0.4743219022583343,10
0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.2199981757998466,0.0124227868014699,12,aerobic,S. gordonii CH1,0.3618968992059831,10
0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.344280886054039,0.0136202323097401,12,aerobic,S. gordonii CH1,0.2963105581093114,10
0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,ROLLOUT_PROB,FRONTIER,0.4495201253890991,0.0124403783807518,12,aerobic,S. gordonii CH1,0.2186840590830616,10
0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.2039508476108312,0.0142523457604898,12,aerobic,S. gordonii CH1,0.1412448534754177,10
0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4843109232187271,0.015876141198308,12,aerobic,S. gordonii CH1,0.0929143266818019,10
1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4563505634665489,0.0208349810501109,12,aerobic,S. gordonii CH1,0.0903510454632649,10
1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4006743055582046,0.0109779718719431,12,aerobic,S. gordonii CH1,0.0710452215349811,10
0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.604582691192627,0.0235059779222354,12,aerobic,S. gordonii CH1,0.0600750938673341,10
0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0291966848447918,0.000157005263929,12,aerobic,S. gordonii CH1,0.0167517088668527,10
0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,ROLLOUT_PROB,BEYOND,0.0316020207293331,0.0006713048710965,12,aerobic,S. gordonii CH1,0.0127072753965006,10
0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0461199986189603,0.0031858455830258,12,aerobic,S. gordonii CH1,0.0103976124001155,10
0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.1426703117787838,0.0100732661862558,12,aerobic,S. gordonii CH1,0.0086322654901208,10
0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,ROLLOUT_PROB,BEYOND,0.0324844563752412,0.0006374285580927,12,aerobic,S. gordonii CH1,0.005812545410511,10
1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0184417783468961,0.0003126019574417,12,aerobic,S. gordonii CH1,0.0057354522643087,10
1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0114007559791207,0.0003128419179828,12,aerobic,S. gordonii CH1,0.0052448825971881,10
1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.0054482675157487,0.000916168774765,12,aerobic,S. gordonii CH1,0.0034965883981254,10
0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0,0.0002832658243441,12,aerobic,S. gordonii CH1,0.003465620562682,10
0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,ROLLOUT_PROB,BEYOND,0.0119710788875818,0.00030930883516,12,aerobic,S. gordonii CH1,0.0034529061960483,10
0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.0044628418423235,0.0005257291518285,12,aerobic,S. gordonii CH1,0.0034529061960483,10
0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,ROLLOUT_PROB,BEYOND,0.0192537455260753,0.000648636072023,12,aerobic,S. gordonii CH1,0.0034412713585852,10
0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,ROLLOUT_PROB,BEYOND,0.0,0.0003958271707101,12,aerobic,S. gordonii CH1,0.0029138236651045,10
1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.0030165888182818,0.0002548860143103,12,aerobic,S. gordonii CH1,0.0029138236651045,10
0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0,0.0002682224214233,12,aerobic,S. gordonii CH1,0.0029062727052555,10
0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,ROLLOUT_PROB,BEYOND,0.0203323816508054,0.0011781150442317,12,aerobic,S. gordonii CH1,0.0028774218300402,10
1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.0014691742137074,0.0007098534404475,12,aerobic,S. gordonii CH1,0.0028774218300402,10
0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.0026506243273615,0.0003104409331229,12,aerobic,S. gordonii CH1,0.0023104137084546,10
1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,RANDOM,BEYOND,0.0026408948376774,0.0003690360630761,12,aerobic,S. gordonii CH1,0.0023019374640322,10
0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,ROLLOUT_PROB,BEYOND,0.0068484420003369,0.0002197998766605,12,aerobic,S. gordonii CH1,0.0017329354000192,10
1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0,0.0002398730926934,12,aerobic,S. gordonii CH1,0.0011470904528617,10
0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.9469525027275084,0.0063060910801376,12,aerobic,S. gordonii CH1,0.8700677464002139,9
1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.7590523767471313,0.0085930883837703,12,aerobic,S. gordonii CH1,0.8115328150947029,9
0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.7909004259109497,0.0061107219661217,12,aerobic,S. gordonii CH1,0.7584480600750939,9
0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,ROLLOUT_PROB,FRONTIER,0.5787121427059173,0.0110667265770945,12,aerobic,S. gordonii CH1,0.741680794381206,9
1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,RANDOM,FRONTIER,0.3672382998466492,0.0182937586407884,12,aerobic,S. gordonii CH1,0.6911116493097602,9
1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.2937419086694717,0.0162088292043863,12,aerobic,S. gordonii CH1,0.6353347400728948,9
0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,ROLLOUT_PROB,FRONTIER,0.4339574933052063,0.0117745600613547,12,aerobic,S. gordonii CH1,0.5649420480344127,9
0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,ROLLOUT_PROB,FRONTIER,0.3759281569719314,0.0120603341208335,12,aerobic,S. gordonii CH1,0.5571230847679869,9
0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,ROLLOUT_PROB,FRONTIER,0.4413216215372085,0.0223644334620463,12,aerobic,S. gordonii CH1,0.5010414143860498,9
1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.2344972810149193,0.0109655447434392,12,aerobic,S. gordonii CH1,0.5007049826741548,9
0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5280057448148727,0.0213421785637448,12,aerobic,S. gordonii CH1,0.2417034337233839,9
0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.316225403547287,0.0145995925309749,12,aerobic,S. gordonii CH1,0.169827669201887,9
0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0598983786813914,0.0027725502098506,12,aerobic,S. gordonii CH1,0.1640130443122962,9
0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5299541288614273,0.0240575644103296,12,aerobic,S. gordonii CH1,0.1604262533301041,9
0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.1931664413213729,0.0153007514271186,12,aerobic,S. gordonii CH1,0.1563574715427464,9
1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4077920717000961,0.0210468267283599,12,aerobic,S. gordonii CH1,0.1317030904014633,9
1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.453578712940216,0.0186838043656447,12,aerobic,S. gordonii CH1,0.1276595744680851,9
1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3907983487844467,0.0171969509379171,12,aerobic,S. gordonii CH1,0.1185759263744247,9
0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.4434217017889023,0.0313530518284248,12,aerobic,S. gordonii CH1,0.0745162222008279,9
1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3642917491495609,0.0152880980038846,12,aerobic,S. gordonii CH1,0.0710503514007894,9
0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,RANDOM,BEYOND,0.0452215533331036,0.0014165408735954,12,aerobic,S. gordonii CH1,0.0668442722208767,9
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,ROLLOUT_PROB,BEYOND,0.0943900035135448,0.0085435956675025,12,aerobic,S. gordonii CH1,0.0402839056205639,9
0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.3418316760659218,0.0297458294579778,12,aerobic,S. gordonii CH1,0.0132858380668142,9
1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.1472098882496356,0.016172192550739,12,aerobic,S. gordonii CH1,0.0132858380668142,9
0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0276291720569133,0.0004559909420563,12,aerobic,S. gordonii CH1,0.0052312908694599,9
0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,ROLLOUT_PROB,BEYOND,0.0315197025239467,0.0006340717906413,12,aerobic,S. gordonii CH1,0.0046621178641672,9
1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,ROLLOUT_PROB,BEYOND,0.0121398524194955,0.0003016824478782,12,aerobic,S. gordonii CH1,0.003465620562682,9
0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,ROLLOUT_PROB,BEYOND,0.001044357586652,0.0001812976412701,12,aerobic,S. gordonii CH1,0.0034412713585852,9
1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0,0.0001879684254095,12,aerobic,S. gordonii CH1,0.0023250181642044,9
0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,ROLLOUT_PROB,BEYOND,0.0,0.0002197871723362,12,aerobic,S. gordonii CH1,0.0022941809057235,9
0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,ROLLOUT_PROB,BEYOND,0.0,0.0001863777777388,12,aerobic,S. gordonii CH1,0.0017482941990627,9
1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,RANDOM,BEYOND,0.0016849666158668,0.0002989438310038,12,aerobic,S. gordonii CH1,0.0017482941990627,9
0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0019692179281264,0.0003443002136064,12,aerobic,S. gordonii CH1,0.0017437636231533,9
1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0288016932457685,0.0019557875717859,12,aerobic,S. gordonii CH1,0.0017329354000192,9
0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,RANDOM,BEYOND,0.0105210307240486,0.0012449881697028,12,aerobic,S. gordonii CH1,0.0017206356792926,9
1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0086131022498011,0.0004534529198486,12,aerobic,S. gordonii CH1,0.0017206356792926,9
0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,ROLLOUT_PROB,BEYOND,0.004744147285819,0.0003669848273237,12,aerobic,S. gordonii CH1,0.0011625090821022,9
0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,RANDOM,FRONTIER,0.7023527097702026,0.0217805019639468,12,aerobic,S. gordonii CH1,0.9669972517624568,8
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.5811868059635162,0.0145733439476079,12,aerobic,S. gordonii CH1,0.8799747468615693,8
0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,ROLLOUT_PROB,FRONTIER,0.529635027050972,0.0263181782958007,12,aerobic,S. gordonii CH1,0.8780206026764225,8
0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,ROLLOUT_PROB,FRONTIER,0.6389272499084473,0.0132440182943284,12,aerobic,S. gordonii CH1,0.8505675707969891,8
1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.9033526873588562,0.0143101840425301,12,aerobic,S. gordonii CH1,0.8115328150947029,8
0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.6815558457374573,0.012719012987986,12,aerobic,S. gordonii CH1,0.7907961875421199,8
0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,RANDOM,FRONTIER,0.6173685956001281,0.0106276387669983,12,aerobic,S. gordonii CH1,0.7791870231763375,8
1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.5736976313591003,0.0224510980372822,12,aerobic,S. gordonii CH1,0.7249446423413883,8
1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,ROLLOUT_PROB,FRONTIER,0.638174535036087,0.0212368078441973,12,aerobic,S. gordonii CH1,0.7216573949741033,8
1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,RANDOM,FRONTIER,0.4218768793344498,0.0263384703179645,12,aerobic,S. gordonii CH1,0.6954847405410609,8
0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.7272804880142212,0.0132948025788569,12,aerobic,S. gordonii CH1,0.6423706536025812,8
1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,ROLLOUT_PROB,FRONTIER,0.3444469398260116,0.02590641853731,12,aerobic,S. gordonii CH1,0.6250120342736113,8
0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.4051321719586849,0.0229944354391775,12,aerobic,S. gordonii CH1,0.5952046500363284,8
1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.1778697746992111,0.0127793464050177,12,aerobic,S. gordonii CH1,0.2356792144026186,8
0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,ROLLOUT_PROB,FRONTIER,0.5885208988189697,0.0166627758396951,12,aerobic,S. gordonii CH1,0.1120631558679118,8
1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.653482757806778,0.0235253316499771,12,aerobic,S. gordonii CH1,0.0980762337196797,8
0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,ROLLOUT_PROB,FRONTIER,0.2709982401132583,0.0117195420824311,12,aerobic,S. gordonii CH1,0.0827525920889687,8
1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.486146889925003,0.0158579705891239,12,aerobic,S. gordonii CH1,0.060648359846935,8
0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.4345043098926544,0.0244953775840547,12,aerobic,S. gordonii CH1,0.0177799020193571,8
1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0433041295409202,0.0024419911691368,12,aerobic,S. gordonii CH1,0.0169001772576062,8
1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0260910862497985,0.000595233423819,12,aerobic,S. gordonii CH1,0.0092416548338186,8
1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,ROLLOUT_PROB,BEYOND,0.1232402725517749,0.0144030789233836,12,aerobic,S. gordonii CH1,0.0057760342711366,8
0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,RANDOM,BEYOND,0.00478529157117,0.0003188884735675,12,aerobic,S. gordonii CH1,0.0029138236651045,8
1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,ROLLOUT_PROB,BEYOND,0.0009160981513559,0.000278098094049,12,aerobic,S. gordonii CH1,0.0023019374640322,8
1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.8026597952842712,0.0107193085740664,12,aerobic,S. gordonii CH1,0.9426433915211972,7
1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.5753718888759614,0.0195658060828122,12,aerobic,S. gordonii CH1,0.8933882295955435,7
1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.5089822447299958,0.0183658822069985,12,aerobic,S. gordonii CH1,0.7457495761685636,7
1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,ROLLOUT_PROB,BEYOND,0.2304661798477172,0.0170112818452713,12,aerobic,S. gordonii CH1,0.2447081617825139,7
1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,ROLLOUT_PROB,FRONTIER,0.5926731812953949,0.0198923329640299,12,aerobic,S. gordonii CH1,0.1979666219067715,7
0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,RANDOM,FRONTIER,0.6266292607784272,0.0258643497309178,12,aerobic,S. gordonii CH1,0.1559641860017329,7
1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,RANDOM,BEYOND,0.167919547855854,0.0125356014083857,12,aerobic,S. gordonii CH1,0.1276254765315785,7
1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.6971571636199951,0.0235559084230702,12,aerobic,S. gordonii CH1,0.1231536543257241,7
1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,ROLLOUT_PROB,BEYOND,0.1549821884930133,0.0152796430375152,12,aerobic,S. gordonii CH1,0.0964597723279824,7
0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,RANDOM,BEYOND,0.0324690125882625,0.0003769482742067,12,aerobic,S. gordonii CH1,0.0189269924722189,7
0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,ROLLOUT_PROB,BEYOND,0.0923406101390719,0.0080806154204311,12,aerobic,S. gordonii CH1,0.0109752575334552,7
1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,RANDOM,BEYOND,0.0104463459923863,0.0004293429935677,12,aerobic,S. gordonii CH1,0.004588361811447,7
1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,ROLLOUT_PROB,BEYOND,0.0164840322732925,0.001632021513381,12,aerobic,S. gordonii CH1,0.0040148165850161,7
0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,RANDOM,BEYOND,0.0124331440031528,0.0004482712531988,12,aerobic,S. gordonii CH1,0.0034658708000385,7
1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,RANDOM,BEYOND,0.0050032358802855,0.0001662288140393,12,aerobic,S. gordonii CH1,0.0028880171355683,7
0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,ROLLOUT_PROB,BEYOND,0.0121517317742109,0.0003963904353127,12,aerobic,S. gordonii CH1,0.0028774218300402,7
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,RANDOM,BEYOND,0.015824863128364,0.000348558944123,12,aerobic,S. gordonii CH1,0.0023019374640322,7
1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,RANDOM,BEYOND,0.0069895948097109,0.0002360224973962,12,aerobic,S. gordonii CH1,0.0023019374640322,7
1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,RANDOM,BEYOND,0.0005036242678761,0.0003574005566523,12,aerobic,S. gordonii CH1,0.0017482941990627,7
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,RANDOM,BEYOND,0.0014806100539863,0.0005359081713605,12,aerobic,S. gordonii CH1,0.0017482941990627,7
1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,RANDOM,BEYOND,0.0066574178263545,0.0002484578095558,12,aerobic,S. gordonii CH1,0.0017264530980241,7
1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.9353725194931032,0.0130700969065807,12,aerobic,S. gordonii CH1,0.9283442197023044,6
1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,RANDOM,FRONTIER,0.9264245820045472,0.0118523091101794,12,aerobic,S. gordonii CH1,0.91780092031969,6
1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,RANDOM,FRONTIER,0.4963078188896179,0.0116556596715473,12,aerobic,S. gordonii CH1,0.8901421914207195,6
