base_solution,leave_out_1,leave_out_2,leave_out_3,leave_out_4,leave_out_5,leave_out_6,leave_out_7,leave_out_8,leave_out_9,leave_out_10,leave_out_11,leave_out_12,leave_out_13,leave_out_14,leave_out_15,leave_out_16,leave_out_17,initial_od,final_od,parent_plate,parent_well_index,parent_well,replicate,plate_control,plate_blank,strain,environment
CDM,,,,,,,,,,,,,,,,,,0.046,0.127,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,375,P15,3,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.166,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,143,F23,3,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.044,1.021,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,170,H2,3,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.046,0.892,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,96,D24,3,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.04,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,180,H12,3,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.052,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,68,C20,3,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.931,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,163,G19,3,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.915,Plate 7$dd2121261442d83876445909335bfc35b9577b54,163,G19,3,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.04,Plate 7$dd2121261442d83876445909335bfc35b9577b54,203,I11,3,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.042,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,193,I1,3,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.045,0.832,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,383,P23,3,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.98,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,186,H18,3,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.04,0.041,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,366,P6,3,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.044,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,61,C13,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,1.054,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,167,G23,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.133,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,122,F2,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.973,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,371,P11,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.927,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,258,K18,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.041,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,315,N3,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.041,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,198,I6,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,1.048,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,224,J8,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.044,1.079,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,8,A8,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.042,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,370,P10,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.981,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,141,F21,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.049,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,215,I23,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.041,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,235,J19,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.931,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,353,O17,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.94,Plate 7$dd2121261442d83876445909335bfc35b9577b54,71,C23,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.041,Plate 7$dd2121261442d83876445909335bfc35b9577b54,303,M15,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.965,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,117,E21,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.04,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,196,I4,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.908,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,43,B19,4,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.043,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,95,D23,4,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.04,1.038,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,317,N5,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.043,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,374,P14,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.227,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,139,F19,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,1.088,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,364,P4,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.994,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,280,L16,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.041,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,328,N16,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.063,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,223,J7,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.999,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,332,N20,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.913,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,17,A17,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.044,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,209,I17,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.988,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,147,G3,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.041,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,237,J21,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,1.007,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,155,G11,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.042,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,303,M15,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.042,Plate 7$dd2121261442d83876445909335bfc35b9577b54,21,A21,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.813,Plate 7$dd2121261442d83876445909335bfc35b9577b54,137,F17,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.933,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,160,G16,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.043,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,256,K16,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,1.132,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,22,A22,5,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.042,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,238,J22,5,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,1.104,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,170,H2,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.044,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,227,J11,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,1.13,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,252,K12,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.253,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,322,N10,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,1.013,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,44,B20,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.04,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,223,J7,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.915,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,204,I12,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.042,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,352,O16,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.041,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,85,D13,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.838,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,207,I15,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.984,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,124,F4,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.041,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,297,M9,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.043,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,37,B13,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,1.119,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,315,N3,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.04,Plate 7$dd2121261442d83876445909335bfc35b9577b54,82,D10,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.85,Plate 7$dd2121261442d83876445909335bfc35b9577b54,102,E6,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.041,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,344,O8,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.904,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,378,P18,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.042,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,205,I13,6,False,True,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.044,0.966,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,358,O22,6,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,1.18,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,327,N15,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,1.15,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,45,B21,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.975,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,310,M22,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.912,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,167,G23,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.974,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,327,N15,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,1.169,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,295,M7,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,1.025,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,322,N10,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.836,Plate 7$dd2121261442d83876445909335bfc35b9577b54,247,K7,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.799,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,157,G13,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.996,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,382,P22,7,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.871,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,107,E11,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.045,1.032,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,375,P15,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.044,0.849,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,8,A8,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.818,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,34,B10,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,0.847,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,114,E18,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.876,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,41,B17,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.843,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,33,B9,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.04,0.844,Plate 7$dd2121261442d83876445909335bfc35b9577b54,373,P13,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,1.001,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,295,M7,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.959,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,94,D22,8,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.943,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,147,G3,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,1.129,Plate 10$b04145655dc27dc0871bb3f172aec69944404323,53,C5,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.902,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,104,E8,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.838,Plate 3$2541528eab54e6f1ae6abbcdde3e14c0456de97b,283,L19,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.923,Plate 4$feb15e1539d6caa71cba6eea7a484cedc8909e4b,274,L10,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.041,1.01,Plate 5$e1e931538c0f657aa68ad759689b957ddb608dab,273,L9,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.869,Plate 6$f3dcfe321976086c1fbdc8188a33dd40fcc1df49,242,K2,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.911,Plate 7$dd2121261442d83876445909335bfc35b9577b54,129,F9,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.042,0.828,Plate 8$77cf3de9618c2c2868efd89d75e92e6495a29b8d,28,B4,9,True,False,S. mutans UA159,aerobic
CDM,,,,,,,,,,,,,,,,,,0.043,0.987,Plate 9$e911f06cf0c38e62026c45f6b26b079e199d7c20,214,I22,9,True,False,S. mutans UA159,aerobic
CDM,dl_alanine_75x,glycine_75x,l_arginine_75x,,,,,,,,,,,,,,,0.067,1.059,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,39,B15,1,False,False,S. mutans UA159,aerobic
CDM,dl_alanine_75x,glycine_75x,l_arginine_75x,,,,,,,,,,,,,,,0.05,1.182,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,83,D11,2,False,False,S. mutans UA159,aerobic
CDM,dl_alanine_75x,glycine_75x,l_arginine_75x,,,,,,,,,,,,,,,0.05,1.089,Plate 1$e3d349abd4d92376686b2fe2d35953188feb9164,211,I19,3,False,False,S. mutans UA159,aerobic
CDM,dl_alanine_75x,glycine_75x,l_arginine_75x,l_asparagine_75x,l_aspartic_acid_40x,l_cysteine_75x,l_glutamic_acid_75x,l_glutamine_75x,l_histidine_75x,l_isoleucine_75x,l_leucine_75x,l_lysine_75x,l_methionine_75x,l_serine_75x,l_threonine_75x,l_tryptophan_75x,prolines_75x,0.066,0.105,Plate 2$18fc6fe59da73bb7d7bdb43c8bfcfeb3ed7efeec,368,P8,1,False,False,S. mutans UA159,aerobic
