ala,arg,asn,asp,cys,glu,gln,gly,his,ile,leu,lys,met,phe,pro,ser,thr,trp,tyr,val,environment,grow
0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,anaerobic,0.38938743659773706
0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,anaerobic,0.5208064099250452
0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,anaerobic,0.13703382480485687
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,anaerobic,0.058316766070245184
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,anaerobic,0.04981050351922035
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,anaerobic,0.0877970197341925
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,anaerobic,0.3296207104154124
0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,anaerobic,1.0
0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,anaerobic,1.0
0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,anaerobic,0.2957502168256721
0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,anaerobic,0.31095725466586394
0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,anaerobic,0.784698888601706
0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,0.9488594554819719
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,anaerobic,0.29212656364974243
0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,anaerobic,1.0
0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,anaerobic,0.36004832863471603
0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,anaerobic,0.11770018061408791
0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,anaerobic,0.9766508573513315
0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,anaerobic,0.9410618606916707
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,anaerobic,0.30511119781506046
0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,anaerobic,0.05638340716874748
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,anaerobic,0.06358232101318172
0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,anaerobic,0.7350390286209886
0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,anaerobic,0.5421432871763998
0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,anaerobic,0.7157971543232395
0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,anaerobic,0.9079396005845105
0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,anaerobic,0.49306157849089327
0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,anaerobic,0.110105970535022
0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,anaerobic,0.3554428404213812
0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,anaerobic,0.872700515084621
0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,anaerobic,0.9350563286944996
0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,anaerobic,1.0
0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,anaerobic,0.914619412001611
0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,anaerobic,0.5906080674292594
0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,anaerobic,0.9120758847136081
0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,anaerobic,1.0
0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,anaerobic,0.917606244579358
0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,anaerobic,0.9352167559668777
0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,anaerobic,0.8723318566250503
0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,anaerobic,1.0
0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,anaerobic,1.0
0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,anaerobic,0.8830022075055186
0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,anaerobic,0.7428276040320496
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,anaerobic,0.980491611392899
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,anaerobic,0.170345842531273
0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,anaerobic,0.18986083499005968
0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,anaerobic,0.9458581483486735
0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,anaerobic,0.0724929520741039
0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,anaerobic,0.5343166767007826
0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,anaerobic,1.0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,anaerobic,0.09850419554906964
0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,anaerobic,0.8421821724305892
0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,anaerobic,1.0
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,anaerobic,1.0
0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,anaerobic,0.7873436350257541
0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,anaerobic,0.9323503902862096
0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,anaerobic,0.7635047815973119
0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,anaerobic,1.0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,anaerobic,0.018022406234778368
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,anaerobic,0.20590006020469598
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,anaerobic,0.18910963944076525
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,anaerobic,0.06394963552021204
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,anaerobic,0.9514775629332358
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,anaerobic,0.013498723093761402
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,0.9340849956634865
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,anaerobic,1.0
1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,anaerobic,0.05893813930832928
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,anaerobic,0.12723335138061723
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,anaerobic,0.13275135460565926
1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,anaerobic,0.2623130244436337
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,anaerobic,0.9280138768430182
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,anaerobic,0.014095851792186878
1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,anaerobic,0.11860325105358219
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,anaerobic,0.37651190011705044
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.05923473142016189
1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,anaerobic,0.14659685863874347
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,0.9431377616955287
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,anaerobic,0.9099939795304035
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,anaerobic,0.22369389256806474
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,anaerobic,0.9883254286756656
1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,anaerobic,0.47441300421432875
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,anaerobic,0.35193133047210307
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,anaerobic,0.010271703114645465
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,anaerobic,0.012082158679017322
1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,anaerobic,0.017317760773258153
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,anaerobic,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,anaerobic,0.10711188204683435
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,anaerobic,1.0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,anaerobic,0.24814670308232548
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,anaerobic,1.0
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,anaerobic,0.0379931807111544
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,anaerobic,0.7114191900766144
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,0.8572479764532746
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,anaerobic,0.0145791915175613
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.016783974011911215
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.17549668874172186
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,anaerobic,0.3383503913305238
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.5647534952170713
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,anaerobic,0.9605377276669557
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,anaerobic,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,anaerobic,0.0413543551305247
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,anaerobic,0.9206513310933059
1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,anaerobic,0.7159676232523914
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.4907223326706428
1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,anaerobic,0.8544674209910263
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,anaerobic,0.12445793581960103
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,anaerobic,1.0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,anaerobic,0.9875151026983489
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,anaerobic,0.1949963208241354
1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,anaerobic,0.6773028296207104
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,anaerobic,0.8660496833901608
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,anaerobic,0.20121422376409367
1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.052758759565042286
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,anaerobic,0.9661751951431048
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,0.8849831997932283
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,anaerobic,0.0462651848022745
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,0.8018971178402042
1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,anaerobic,0.8213356461405028
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,anaerobic,0.8948048591367279
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,anaerobic,0.8002922552362396
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,anaerobic,0.3577838470542334
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,anaerobic,1.0
1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,anaerobic,0.781101787668734
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.06163021868787276
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,anaerobic,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,anaerobic,0.48806624452021435
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,anaerobic,0.09821659343499614
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,anaerobic,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,anaerobic,0.13208241353936717
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,anaerobic,0.1265961327982488
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,anaerobic,0.5104724792985874
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,anaerobic,0.6942721634439984
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,anaerobic,0.024567055980668554
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,anaerobic,0.5692511597084161
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,anaerobic,0.8343670193360087
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,anaerobic,0.960565924142083
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,anaerobic,0.8163662932294204
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,anaerobic,0.4553329723876557
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,anaerobic,1.0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,anaerobic,0.009046265184802275
1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,anaerobic,1.0
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,anaerobic,0.4955849889624724
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,anaerobic,1.0
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,anaerobic,1.0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,anaerobic,0.07465382299819387
0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,anaerobic,1.0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,anaerobic,1.0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,anaerobic,1.0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,0.9543782192788814
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.404994147483418
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,anaerobic,0.01329037454691905
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,anaerobic,0.17459361830222758
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,anaerobic,0.05468327016783972
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.043949428055388325
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.009046265184802268
1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,anaerobic,0.8283261802575109
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,anaerobic,1.0
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,anaerobic,0.966399586456449
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,anaerobic,0.3195474053843153
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,anaerobic,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.37303735787763936
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,anaerobic,0.8358499756453969
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,anaerobic,0.04450930317402407
1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,anaerobic,0.7743538767395626
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,anaerobic,0.8013245033112583
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,anaerobic,0.37614009485589195
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,anaerobic,0.018949648077964273
1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,anaerobic,0.025386313465783655
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,anaerobic,1.0
1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,anaerobic,0.8849005072181038
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,anaerobic,0.031173891865562606
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,anaerobic,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,anaerobic,0.22576760987357014
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,anaerobic,0.24321530111139836
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,anaerobic,0.14267129228100608
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,anaerobic,0.36079791847354725
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,anaerobic,1.0
1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,anaerobic,0.7886020457866536
1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,anaerobic,0.17054683270167842
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,anaerobic,0.7986734295747172
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,anaerobic,0.9312398484028152
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,anaerobic,0.7566581539584092
1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,anaerobic,0.7238234221087194
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,anaerobic,0.9236773633998264
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.11058109280138768
1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,anaerobic,0.8838049367850693
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,anaerobic,1.0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,anaerobic,0.0467608377983439
1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,anaerobic,1.0
1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,anaerobic,0.7944471505114465
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.04335119337554797
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,anaerobic,0.7996751488900921
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,anaerobic,0.08629661751951431
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,anaerobic,1.0
1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,anaerobic,0.9867549668874173
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,anaerobic,0.7763589930682232
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,anaerobic,1.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,anaerobic,1.0
1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,anaerobic,0.9850090462651849
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,anaerobic,1.0
1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,anaerobic,0.13313096270598437
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,anaerobic,0.7095950383071871
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,anaerobic,0.9832160259880887
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.07611759967780911
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,anaerobic,1.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,anaerobic,0.042388214008787804
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,anaerobic,0.10813443740867025
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,anaerobic,0.8904274533413608
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.7225907140070231
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,anaerobic,0.025071077797880592
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,anaerobic,0.845574954846478
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,anaerobic,0.9459907223326706
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,anaerobic,0.9222714458316552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,anaerobic,0.33554428404213815
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,anaerobic,0.9252842447211694
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,anaerobic,1.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.4921561473914629
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.43854899837574435
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,anaerobic,0.9858743302484168
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,anaerobic,1.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.10060711188204681
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,anaerobic,0.8576069301570112
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,anaerobic,0.8379426208322565
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,anaerobic,0.9267726971504308
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,anaerobic,0.2959421039028173
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,anaerobic,0.11882046834345186
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,anaerobic,0.8340691685062545
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,anaerobic,0.12723335138061723
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,anaerobic,1.0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,anaerobic,0.8833398361295357
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,anaerobic,1.0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,anaerobic,0.14679911699779252
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,anaerobic,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,anaerobic,0.08280565026790064
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,anaerobic,0.9817866435385948
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.40622929092113985
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,anaerobic,0.5903238392508778
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,anaerobic,0.06565003876970794
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,anaerobic,0.199411331861663
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,anaerobic,1.0
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,anaerobic,1.0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anaerobic,0.901607403799318
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,anaerobic,1.0
